

   Time         sum(rTop)     sum(rRoot)    sum(vTop)     sum(vRoot)     sum(vBot)    hTop       hRoot      hBot      A-level
    [T]           [L]           [L]           [L]           [L]            [L]        [L]         [L]       [L] 

   140.00000 -0.778501E+01  0.000000E+00 -0.117544E+02  0.000000E+00 -0.135661E+02 -10000.000      0.000    -34.200     140
   141.00000 -0.745291E+01  0.000000E+00 -0.117519E+02  0.000000E+00 -0.135849E+02 -10000.000      0.000    -34.462     141
   142.00000 -0.715291E+01  0.000000E+00 -0.117496E+02  0.000000E+00 -0.136027E+02 -10000.000      0.000    -34.717     142
   143.00000 -0.690911E+01  0.000000E+00 -0.117475E+02  0.000000E+00 -0.136195E+02 -10000.000      0.000    -34.964     143
   144.00000 -0.674031E+01  0.000000E+00 -0.117456E+02  0.000000E+00 -0.136355E+02 -10000.000      0.000    -35.201     144
   145.00000 -0.658531E+01  0.000000E+00 -0.117437E+02  0.000000E+00 -0.136506E+02 -10000.000      0.000    -35.429     145
   146.00000 -0.626931E+01  0.000000E+00 -0.117420E+02  0.000000E+00 -0.136648E+02 -10000.000      0.000    -35.646     146
   147.00000 -0.612441E+01  0.000000E+00 -0.117404E+02  0.000000E+00 -0.136784E+02 -10000.000      0.000    -35.854     147
   148.00000 -0.586271E+01  0.000000E+00 -0.117388E+02  0.000000E+00 -0.136912E+02 -10000.000      0.000    -36.049     148
   149.00000 -0.541401E+01  0.000000E+00 -0.117373E+02  0.000000E+00 -0.137033E+02 -10000.000      0.000    -36.234     149
   150.00000 -0.522941E+01  0.000000E+00 -0.117359E+02  0.000000E+00 -0.137148E+02 -10000.000      0.000    -36.407     150
   151.00000 -0.486011E+01  0.000000E+00 -0.117345E+02  0.000000E+00 -0.137258E+02 -10000.000      0.000    -36.569     151
   152.00000 -0.470101E+01  0.000000E+00 -0.117332E+02  0.000000E+00 -0.137363E+02 -10000.000      0.000    -36.727     152
   153.00000 -0.483201E+01  0.000000E+00 -0.118642E+02  0.000000E+00 -0.137466E+02    -36.704      0.000    -36.886     153
   154.00000 -0.481031E+01  0.000000E+00 -0.118425E+02  0.000000E+00 -0.137565E+02    -46.083      0.000    -37.042     154
   155.00000 -0.471731E+01  0.000000E+00 -0.117576E+02  0.000000E+00 -0.137660E+02 -10000.000      0.000    -37.191     155
   156.00000 -0.456721E+01  0.000000E+00 -0.117468E+02  0.000000E+00 -0.137753E+02 -10000.000      0.000    -37.333     156
   157.00000 -0.417201E+01  0.000000E+00 -0.117407E+02  0.000000E+00 -0.137842E+02 -10000.000      0.000    -37.467     157
   158.00000 -0.372881E+01  0.000000E+00 -0.117374E+02  0.000000E+00 -0.137929E+02 -10000.000      0.000    -37.589     158
   159.00000 -0.325531E+01  0.000000E+00 -0.117347E+02  0.000000E+00 -0.138014E+02 -10000.000      0.000    -37.747     159
   160.00000 -0.287171E+01  0.000000E+00 -0.117325E+02  0.000000E+00 -0.138097E+02 -10000.000      0.000    -37.935     160
   161.00000 -0.468161E+01  0.000000E+00 -0.135424E+02  0.000000E+00 -0.138180E+02    -16.011      0.000    -38.113     161
   162.00000 -0.461371E+01  0.000000E+00 -0.134745E+02  0.000000E+00 -0.138262E+02    -30.711      0.000    -38.276     162
