 ******* Program HYDRUS
 ******* 
 Welcome to HYDRUS-1D                                                    
 Date:  27. 1.2022    Time:  16:13:57
 Units: L = cm   , T = days , M = mmol 


    TLevel      Time          dt      Iter    ItCum  KodT  KodB  Convergency
     1696  0.1840000E+03  0.10000E+01    2     4100     4    -5     T
     1697  0.1850000E+03  0.10000E+01    2     4102     4    -5     T
     1698  0.1860000E+03  0.10000E+01    2     4104     4    -5     T
     1699  0.1870000E+03  0.10000E+01    2     4106     4    -5     T
     1700  0.1880000E+03  0.10000E+01    2     4108     4    -5     T
     1701  0.1890000E+03  0.10000E+01    2     4110     4    -5     T
     1702  0.1900000E+03  0.10000E+01    2     4112     4    -5     T
     1703  0.1900003E+03  0.33333E-03    2     4124    -4    -5     T
     1704  0.1900008E+03  0.43333E-03    2     4126    -4    -5     T
     1705  0.1900013E+03  0.56333E-03    4     4130    -4    -5     T
     1706  0.1900019E+03  0.56333E-03   10     4140    -4    -5     T
     1707  0.1900023E+03  0.39433E-03    2     4142    -4    -5     T
     1708  0.1900028E+03  0.51263E-03    2     4144    -4    -5     T
     1709  0.1900035E+03  0.66642E-03   10     4154    -4    -5     T
     1710  0.1900039E+03  0.46650E-03    2     4156    -4    -5     T
     1711  0.1900045E+03  0.60645E-03    2     4158    -4    -5     T
     1712  0.1900053E+03  0.78838E-03    2     4160    -4    -5     T
     1713  0.1900064E+03  0.10249E-02    2     4162    -4    -5     T
     1714  0.1900077E+03  0.13324E-02    2     4164    -4    -5     T
     1715  0.1900094E+03  0.17321E-02    2     4166    -4    -5     T
     1716  0.1900117E+03  0.22517E-02    2     4168    -4    -5     T
     1717  0.1900146E+03  0.29272E-02    2     4170    -4    -5     T
     1718  0.1900184E+03  0.38054E-02    2     4172    -4    -5     T
     1719  0.1900233E+03  0.49470E-02    2     4174    -4    -5     T
     1720  0.1900298E+03  0.64310E-02    2     4176    -4    -5     T
     1721  0.1900381E+03  0.83604E-02    2     4178    -4    -5     T
     1722  0.1900490E+03  0.10868E-01    2     4180    -4    -5     T
     1723  0.1900631E+03  0.14129E-01    2     4182    -4    -5     T
     1724  0.1900815E+03  0.18368E-01    2     4184    -4    -5     T
     1725  0.1901054E+03  0.23878E-01    2     4186    -4    -5     T
     1726  0.1901364E+03  0.31041E-01    2     4188    -4    -5     T
     1727  0.1901768E+03  0.40354E-01    2     4190    -4    -5     T
     1728  0.1902292E+03  0.52460E-01    2     4192    -4    -5     T
     1729  0.1902974E+03  0.68198E-01    2     4194    -4    -5     T
     1730  0.1903853E+03  0.87820E-01    2     4196    -4    -5     T
     1731  0.1905082E+03  0.12295E+00    2     4198    -4    -5     T
     1732  0.1906721E+03  0.16393E+00    2     4200    -4    -5     T
     1733  0.1908361E+03  0.16393E+00    2     4202    -4    -5     T
     1734  0.1910000E+03  0.16393E+00    2     4204    -4    -5     T
     1735  0.1910010E+03  0.10000E-02    2     4206    -4    -5     T
     1736  0.1910023E+03  0.13000E-02    2     4208    -4    -5     T
     1737  0.1910040E+03  0.16900E-02    2     4210    -4    -5     T
     1738  0.1910062E+03  0.21970E-02    2     4212    -4    -5     T
     1739  0.1910090E+03  0.28561E-02    2     4214    -4    -5     T
     1740  0.1910128E+03  0.37129E-02    2     4216    -4    -5     T
     1741  0.1910176E+03  0.48268E-02    2     4218    -4    -5     T
     1742  0.1910239E+03  0.62749E-02    2     4220    -4    -5     T
     1743  0.1910320E+03  0.81573E-02    2     4222    -4    -5     T
     1744  0.1910426E+03  0.10604E-01    2     4224    -4    -5     T
     1745  0.1910564E+03  0.13786E-01    2     4226    -4    -5     T
     1746  0.1910743E+03  0.17922E-01    2     4228    -4    -5     T
     1747  0.1910976E+03  0.23298E-01    2     4230    -4    -5     T
     1748  0.1911279E+03  0.30287E-01    2     4232    -4    -5     T
     1749  0.1911673E+03  0.39374E-01    2     4234    -4    -5     T
     1750  0.1912185E+03  0.51186E-01    2     4236    -4    -5     T
     1751  0.1912850E+03  0.66542E-01    2     4238    -4    -5     T
     1752  0.1913744E+03  0.89373E-01    2     4240    -4    -5     T
     1753  0.1914787E+03  0.10427E+00    2     4242    -4    -5     T
     1754  0.1916090E+03  0.13034E+00    3     4245    -4    -5     T
     1755  0.1918045E+03  0.19550E+00    4     4249    -4    -5     T
     1756  0.1920000E+03  0.19550E+00    2     4251    -4    -5     T
     1757  0.1920010E+03  0.10000E-02    2     4253    -4    -5     T
     1758  0.1920023E+03  0.13000E-02    2     4255    -4    -5     T
     1759  0.1920040E+03  0.16900E-02    2     4257    -4    -5     T
     1760  0.1920062E+03  0.21970E-02    2     4259    -4    -5     T
     1761  0.1920090E+03  0.28561E-02    2     4261    -4    -5     T
     1762  0.1920128E+03  0.37129E-02    2     4263    -4    -5     T
     1763  0.1920176E+03  0.48268E-02    2     4265    -4    -5     T
     1764  0.1920239E+03  0.62749E-02    2     4267    -4    -5     T
     1765  0.1920320E+03  0.81573E-02    2     4269    -4    -5     T
     1766  0.1920426E+03  0.10604E-01    2     4271    -4    -5     T
     1767  0.1920564E+03  0.13786E-01    3     4274    -4    -5     T
     1768  0.1920743E+03  0.17922E-01    4     4278    -4    -5     T
     1769  0.1920922E+03  0.17922E-01    2     4280    -4    -5     T
     1770  0.1921155E+03  0.23298E-01    2     4282    -4    -5     T
     1771  0.1921458E+03  0.30287E-01    2     4284    -4    -5     T
     1772  0.1921852E+03  0.39374E-01    4     4288    -4    -5     T
     1773  0.1922246E+03  0.39374E-01    3     4291    -4    -5     T
     1774  0.1922758E+03  0.51186E-01    3     4294    -4    -5     T
     1775  0.1923423E+03  0.66542E-01    4     4298    -4    -5     T
     1776  0.1924081E+03  0.65769E-01    5     4303    -4    -5     T
     1777  0.1924738E+03  0.65769E-01    3     4306    -4    -5     T
     1778  0.1925615E+03  0.87692E-01    5     4311    -4    -5     T
     1779  0.1926492E+03  0.87692E-01    6     4317    -4    -5     T
     1780  0.1927369E+03  0.87692E-01    4     4321    -4    -5     T
     1781  0.1928246E+03  0.87692E-01    5     4326    -4    -5     T
     1782  0.1929123E+03  0.87692E-01    2     4328    -4    -5     T
     1783  0.1930000E+03  0.87692E-01    5     4333    -4    -5     T
     1784  0.1930865E+03  0.86504E-01    5     4338    -4    -5     T
     1785  0.1931730E+03  0.86504E-01    4     4342    -4    -5     T
     1786  0.1932557E+03  0.82699E-01    4     4346    -4    -5     T
     1787  0.1933384E+03  0.82699E-01    3     4349    -4    -5     T
     1788  0.1934487E+03  0.11027E+00    3     4352    -4    -5     T
     1789  0.1935865E+03  0.13783E+00    3     4355    -4    -5     T
     1790  0.1937933E+03  0.20675E+00    4     4359    -4    -5     T
     1791  0.1940000E+03  0.20675E+00    4     4363    -4    -5     T
     1792  0.1942000E+03  0.20000E+00    3     4366    -4    -5     T
     1793  0.1944667E+03  0.26667E+00    3     4369    -4    -5     T
     1794  0.1947333E+03  0.26667E+00    5     4374    -4    -5     T
     1795  0.1950000E+03  0.26667E+00    4     4378    -4    -5     T
     1796  0.1951111E+03  0.11111E+00    2     4390    -4    -5     T
     1797  0.1952593E+03  0.14815E+00    2     4392    -4    -5     T
     1798  0.1954444E+03  0.18519E+00    3     4395     4    -5     T
     1799  0.1955370E+03  0.92593E-01    2     4407     4    -5     T
     1800  0.1956528E+03  0.11574E+00    2     4409     4    -5     T
     1801  0.1958264E+03  0.17361E+00    5     4414     4    -5     T
     1802  0.1960000E+03  0.17361E+00    2     4416     4    -5     T
     1803  0.1962000E+03  0.20000E+00    2     4418     4    -5     T
     1804  0.1964667E+03  0.26667E+00    2     4420     4    -5     T
     1805  0.1967333E+03  0.26667E+00    2     4422     4    -5     T
     1806  0.1970000E+03  0.26667E+00    2     4424     4    -5     T
     1807  0.1975000E+03  0.50000E+00    2     4426     4    -5     T
     1808  0.1980000E+03  0.50000E+00    2     4428     4    -5     T
     1809  0.1985000E+03  0.50000E+00    2     4430     4    -5     T
     1810  0.1990000E+03  0.50000E+00    3     4433     4    -5     T
     1811  0.2000000E+03  0.10000E+01    4     4437     4    -5     T
     1812  0.2010000E+03  0.10000E+01    2     4439     4    -5     T
     1813  0.2020000E+03  0.10000E+01    2     4441     4    -5     T
     1814  0.2030000E+03  0.10000E+01    2     4443    -4    -5     T
     1815  0.2031111E+03  0.11111E+00    5     4468     4    -5     T
     1816  0.2032222E+03  0.11111E+00    2     4470     4    -5     T
     1817  0.2033778E+03  0.15556E+00    2     4472     4    -5     T
     1818  0.2035852E+03  0.20741E+00    2     4474     4    -5     T
     1819  0.2037926E+03  0.20741E+00    2     4476     4    -5     T
     1820  0.2040000E+03  0.20741E+00    2     4478     4    -5     T
     1821  0.2043333E+03  0.33333E+00    2     4480     4    -5     T
     1822  0.2046667E+03  0.33333E+00    2     4482     4    -5     T
     1823  0.2050000E+03  0.33333E+00    2     4484     4    -5     T
     1824  0.2055000E+03  0.50000E+00    2     4486     4    -5     T
     1825  0.2060000E+03  0.50000E+00    2     4488     4    -5     T
     1826  0.2070000E+03  0.10000E+01    2     4490     4    -5     T
     1827  0.2080000E+03  0.10000E+01    2     4492     4    -5     T
     1828  0.2090000E+03  0.10000E+01    2     4494     4    -5     T
     1829  0.2090003E+03  0.33333E-03    6     4510    -4    -5     T
     1830  0.2090007E+03  0.33333E-03    9     4519    -4    -5     T
     1831  0.2090009E+03  0.23333E-03    2     4521    -4    -5     T
     1832  0.2090012E+03  0.30333E-03    2     4523    -4    -5     T
     1833  0.2090016E+03  0.39433E-03    2     4525    -4    -5     T
     1834  0.2090021E+03  0.51263E-03    2     4527    -4    -5     T
     1835  0.2090028E+03  0.66642E-03    2     4529    -4    -5     T
     1836  0.2090036E+03  0.86635E-03    2     4531    -4    -5     T
     1837  0.2090048E+03  0.11263E-02    2     4533    -4    -5     T
     1838  0.2090062E+03  0.14641E-02    2     4535    -4    -5     T
     1839  0.2090081E+03  0.19034E-02    2     4537    -4    -5     T
     1840  0.2090106E+03  0.24744E-02    2     4539    -4    -5     T
     1841  0.2090138E+03  0.32167E-02    2     4541    -4    -5     T
     1842  0.2090180E+03  0.41817E-02    2     4543    -4    -5     T
     1843  0.2090234E+03  0.54362E-02    2     4545    -4    -5     T
     1844  0.2090305E+03  0.70671E-02    2     4547    -4    -5     T
     1845  0.2090397E+03  0.91872E-02    2     4549    -4    -5     T
     1846  0.2090516E+03  0.11943E-01    2     4551    -4    -5     T
     1847  0.2090672E+03  0.15526E-01    2     4553    -4    -5     T
     1848  0.2090874E+03  0.20184E-01    3     4556    -4    -5     T
     1849  0.2091136E+03  0.26240E-01    2     4558    -4    -5     T
     1850  0.2091477E+03  0.34111E-01    3     4561    -4    -5     T
     1851  0.2091921E+03  0.44345E-01    4     4565    -4    -5     T
     1852  0.2092364E+03  0.44345E-01    3     4568    -4    -5     T
     1853  0.2092940E+03  0.57648E-01    3     4571    -4    -5     T
     1854  0.2093725E+03  0.78440E-01    4     4575    -4    -5     T
     1855  0.2094509E+03  0.78440E-01    2     4577    -4    -5     T
     1856  0.2095424E+03  0.91513E-01    5     4582    -4    -5     T
     1857  0.2096339E+03  0.91513E-01    3     4585    -4    -5     T
     1858  0.2097560E+03  0.12202E+00    3     4588    -4    -5     T
     1859  0.2100000E+03  0.24403E+00    6     4594    -4    -5     T
     1860  0.2101667E+03  0.16667E+00    5     4599    -4    -5     T
     1861  0.2103333E+03  0.16667E+00    2     4601    -4    -5     T
     1862  0.2105556E+03  0.22222E+00    2     4603    -4    -5     T
     1863  0.2107778E+03  0.22222E+00    3     4606    -4    -5     T
     1864  0.2110000E+03  0.22222E+00    3     4609    -4    -5     T
     1865  0.2113333E+03  0.33333E+00    3     4612    -4    -5     T
     1866  0.2115556E+03  0.22222E+00    3     4625    -4    -5     T
     1867  0.2116296E+03  0.74074E-01    3     4638    -4    -5     T
     1868  0.2117222E+03  0.92593E-01    4     4642     4    -5     T
     1869  0.2118148E+03  0.92593E-01    2     4644     4    -5     T
     1870  0.2118765E+03  0.61728E-01    2     4656     4    -5     T
     1871  0.2119383E+03  0.61728E-01    2     4658     4    -5     T
     1872  0.2120000E+03  0.61728E-01    2     4660     4    -5     T
     1873  0.2121000E+03  0.10000E+00    2     4662     4    -5     T
     1874  0.2122286E+03  0.12857E+00    2     4664     4    -5     T
     1875  0.2124214E+03  0.19286E+00    2     4666     4    -5     T
     1876  0.2126143E+03  0.19286E+00    2     4668     4    -5     T
     1877  0.2130000E+03  0.38571E+00    3     4671     4    -5     T
     1878  0.2133333E+03  0.33333E+00    2     4673     4    -5     T
     1879  0.2140000E+03  0.66667E+00    2     4675     4    -5     T
     1880  0.2145000E+03  0.50000E+00    2     4677     4    -5     T
     1881  0.2150000E+03  0.50000E+00    2     4679     4    -5     T
     1882  0.2160000E+03  0.10000E+01    2     4681     4    -5     T
     1883  0.2170000E+03  0.10000E+01    2     4683     4    -5     T
     1884  0.2180000E+03  0.10000E+01    2     4685     4    -5     T
     1885  0.2190000E+03  0.10000E+01    2     4687     4    -5     T
     1886  0.2200000E+03  0.10000E+01    2     4689     4    -5     T
     1887  0.2210000E+03  0.10000E+01    2     4691     4    -5     T
     1888  0.2220000E+03  0.10000E+01    2     4693     4    -5     T
     1889  0.2230000E+03  0.10000E+01    2     4695     4    -5     T
     1890  0.2240000E+03  0.10000E+01    2     4697     4    -5     T
     1891  0.2250000E+03  0.10000E+01    2     4699     4    -5     T
     1892  0.2250003E+03  0.33333E-03    2     4711    -4    -5     T
     1893  0.2250008E+03  0.43333E-03    2     4713    -4    -5     T
     1894  0.2250013E+03  0.56333E-03    2     4715    -4    -5     T
     1895  0.2250021E+03  0.73233E-03   10     4725    -4    -5     T
     1896  0.2250026E+03  0.51263E-03    2     4727    -4    -5     T
     1897  0.2250032E+03  0.66642E-03    2     4729    -4    -5     T
     1898  0.2250041E+03  0.86635E-03    2     4731    -4    -5     T
     1899  0.2250052E+03  0.11263E-02    2     4733    -4    -5     T
     1900  0.2250067E+03  0.14641E-02    2     4735    -4    -5     T
     1901  0.2250086E+03  0.19034E-02    2     4737    -4    -5     T
     1902  0.2250111E+03  0.24744E-02    2     4739    -4    -5     T
     1903  0.2250143E+03  0.32167E-02    2     4741    -4    -5     T
     1904  0.2250185E+03  0.41817E-02    2     4743    -4    -5     T
     1905  0.2250239E+03  0.54362E-02    2     4745    -4    -5     T
     1906  0.2250310E+03  0.70671E-02    2     4747    -4    -5     T
     1907  0.2250402E+03  0.91872E-02    2     4749    -4    -5     T
     1908  0.2250521E+03  0.11943E-01    2     4751    -4    -5     T
     1909  0.2250676E+03  0.15526E-01    2     4753    -4    -5     T
     1910  0.2250878E+03  0.20184E-01    2     4755    -4    -5     T
     1911  0.2251141E+03  0.26240E-01    2     4757    -4    -5     T
     1912  0.2251482E+03  0.34111E-01    2     4759    -4    -5     T
     1913  0.2251925E+03  0.44345E-01    2     4761    -4    -5     T
     1914  0.2252502E+03  0.57648E-01    2     4763    -4    -5     T
     1915  0.2253251E+03  0.74984E-01    2     4765    -4    -5     T
     1916  0.2254216E+03  0.96408E-01    2     4767    -4    -5     T
     1917  0.2255372E+03  0.11569E+00    2     4769    -4    -5     T
     1918  0.2256915E+03  0.15425E+00    2     4771    -4    -5     T
     1919  0.2260000E+03  0.30850E+00    3     4774    -4    -5     T
     1920  0.2262500E+03  0.25000E+00    4     4778    -4    -5     T
     1921  0.2265000E+03  0.25000E+00    4     4782    -4    -5     T
     1922  0.2267500E+03  0.25000E+00    3     4785     4    -5     T
     1923  0.2270000E+03  0.25000E+00    2     4787     4    -5     T
     1924  0.2273333E+03  0.33333E+00    2     4789     4    -5     T
     1925  0.2280000E+03  0.66667E+00    2     4791     4    -5     T
     1926  0.2285000E+03  0.50000E+00    2     4793     4    -5     T
     1927  0.2290000E+03  0.50000E+00    2     4795     4    -5     T
     1928  0.2300000E+03  0.10000E+01    2     4797     4    -5     T
     1929  0.2310000E+03  0.10000E+01    2     4799     4    -5     T
     1930  0.2320000E+03  0.10000E+01    2     4801    -4    -5     T
     1931  0.2323333E+03  0.33333E+00    5     4816     4    -5     T
     1932  0.2326667E+03  0.33333E+00    2     4818     4    -5     T
     1933  0.2330000E+03  0.33333E+00    2     4820     4    -5     T
     1934  0.2335000E+03  0.50000E+00    2     4822     4    -5     T
     1935  0.2340000E+03  0.50000E+00    2     4824     4    -5     T
     1936  0.2345000E+03  0.50000E+00    2     4826     4    -5     T
     1937  0.2350000E+03  0.50000E+00    2     4828     4    -5     T
     1938  0.2360000E+03  0.10000E+01    2     4830     4    -5     T
     1939  0.2360003E+03  0.33333E-03    2     4842    -4    -5     T
     1940  0.2360005E+03  0.14444E-03    2     4854    -4    -5     T
     1941  0.2360007E+03  0.18778E-03    2     4856    -4    -5     T
     1942  0.2360009E+03  0.24411E-03    2     4858    -4    -5     T
     1943  0.2360012E+03  0.31734E-03    2     4860    -4    -5     T
     1944  0.2360016E+03  0.41255E-03    2     4862    -4    -5     T
     1945  0.2360022E+03  0.53631E-03    2     4864    -4    -5     T
     1946  0.2360029E+03  0.69721E-03    2     4866    -4    -5     T
     1947  0.2360038E+03  0.90637E-03    2     4868    -4    -5     T
     1948  0.2360050E+03  0.11783E-02    2     4870    -4    -5     T
     1949  0.2360065E+03  0.15318E-02    2     4872    -4    -5     T
     1950  0.2360085E+03  0.19913E-02    2     4874    -4    -5     T
     1951  0.2360111E+03  0.25887E-02    2     4876    -4    -5     T
     1952  0.2360144E+03  0.33653E-02    2     4878    -4    -5     T
     1953  0.2360188E+03  0.43749E-02    2     4880    -4    -5     T
     1954  0.2360245E+03  0.56873E-02    2     4882    -4    -5     T
     1955  0.2360319E+03  0.73935E-02    2     4884    -4    -5     T
     1956  0.2360415E+03  0.96116E-02    2     4886    -4    -5     T
     1957  0.2360540E+03  0.12495E-01    2     4888    -4    -5     T
     1958  0.2360702E+03  0.16244E-01    2     4890    -4    -5     T
     1959  0.2360914E+03  0.21117E-01    2     4892    -4    -5     T
     1960  0.2361188E+03  0.27452E-01    2     4894    -4    -5     T
     1961  0.2361545E+03  0.35687E-01    2     4896    -4    -5     T
     1962  0.2362009E+03  0.46393E-01    2     4898    -4    -5     T
     1963  0.2362612E+03  0.60311E-01    2     4900    -4    -5     T
     1964  0.2363433E+03  0.82089E-01    2     4902    -4    -5     T
     1965  0.2364527E+03  0.10945E+00    2     4904    -4    -5     T
     1966  0.2365896E+03  0.13681E+00    2     4906    -4    -5     T
     1967  0.2367948E+03  0.20522E+00    2     4908    -4    -5     T
     1968  0.2370000E+03  0.20522E+00    2     4910    -4    -5     T
     1969  0.2372500E+03  0.25000E+00    7     4917     4    -5     T
     1970  0.2374000E+03  0.15000E+00    2     4919     4    -5     T
     1971  0.2376000E+03  0.20000E+00    2     4921     4    -5     T
     1972  0.2378000E+03  0.20000E+00    2     4923     4    -5     T
     1973  0.2380000E+03  0.20000E+00    2     4925     4    -5     T
     1974  0.2383333E+03  0.33333E+00    2     4927     4    -5     T
     1975  0.2390000E+03  0.66667E+00    2     4929     4    -5     T
     1976  0.2395000E+03  0.50000E+00    2     4931     4    -5     T
     1977  0.2400000E+03  0.50000E+00    2     4933     4    -5     T
     1978  0.2410000E+03  0.10000E+01    2     4935     4    -5     T
     1979  0.2410003E+03  0.33333E-03    5     4950    -4    -5     T
     1980  0.2410007E+03  0.33333E-03    2     4952    -4    -5     T
     1981  0.2410008E+03  0.14444E-03    2     4964    -4    -5     T
     1982  0.2410010E+03  0.18778E-03    2     4966    -4    -5     T
     1983  0.2410012E+03  0.24411E-03    2     4968    -4    -5     T
     1984  0.2410016E+03  0.31734E-03    2     4970    -4    -5     T
     1985  0.2410020E+03  0.41255E-03    2     4972    -4    -5     T
     1986  0.2410025E+03  0.53631E-03    2     4974    -4    -5     T
     1987  0.2410032E+03  0.69721E-03    2     4976    -4    -5     T
     1988  0.2410041E+03  0.90637E-03    2     4978    -4    -5     T
     1989  0.2410053E+03  0.11783E-02    2     4980    -4    -5     T
     1990  0.2410068E+03  0.15318E-02    2     4982    -4    -5     T
     1991  0.2410088E+03  0.19913E-02    2     4984    -4    -5     T
     1992  0.2410114E+03  0.25887E-02    2     4986    -4    -5     T
     1993  0.2410148E+03  0.33653E-02    2     4988    -4    -5     T
     1994  0.2410191E+03  0.43749E-02    2     4990    -4    -5     T
     1995  0.2410248E+03  0.56873E-02    2     4992    -4    -5     T
     1996  0.2410322E+03  0.73935E-02    2     4994    -4    -5     T
     1997  0.2410418E+03  0.96116E-02    2     4996    -4    -5     T
     1998  0.2410543E+03  0.12495E-01    2     4998    -4    -5     T
     1999  0.2410706E+03  0.16244E-01    2     5000    -4    -5     T
     2000  0.2410917E+03  0.21117E-01    2     5002    -4    -5     T
     2001  0.2411191E+03  0.27452E-01    2     5004    -4    -5     T
     2002  0.2411548E+03  0.35687E-01    2     5006    -4    -5     T
     2003  0.2412012E+03  0.46393E-01    2     5008    -4    -5     T
     2004  0.2412615E+03  0.60311E-01    2     5010    -4    -5     T
     2005  0.2413436E+03  0.82052E-01    3     5013    -4    -5     T
     2006  0.2414530E+03  0.10940E+00    2     5015    -4    -5     T
     2007  0.2415897E+03  0.13675E+00    3     5018    -4    -5     T
     2008  0.2417949E+03  0.20513E+00    4     5022    -4    -5     T
     2009  0.2420000E+03  0.20513E+00    3     5025    -4    -5     T
     2010  0.2422500E+03  0.25000E+00    5     5030    -4    -5     T
     2011  0.2425000E+03  0.25000E+00    2     5032    -4    -5     T
     2012  0.2427500E+03  0.25000E+00    2     5034    -4    -5     T
     2013  0.2430000E+03  0.25000E+00    2     5036    -4    -5     T
     2014  0.2433333E+03  0.33333E+00    3     5039    -4    -5     T
     2015  0.2435556E+03  0.22222E+00    4     5053    -4    -5     T
     2016  0.2437778E+03  0.22222E+00    3     5056    -4    -5     T
     2017  0.2440000E+03  0.22222E+00    3     5059     4    -5     T
     2018  0.2440001E+03  0.11111E-03    2     5081    -4    -5     T
     2019  0.2440003E+03  0.14444E-03    7     5088    -4    -5     T
     2020  0.2440004E+03  0.10111E-03    2     5090    -4    -5     T
     2021  0.2440005E+03  0.13144E-03    2     5092    -4    -5     T
     2022  0.2440007E+03  0.17088E-03    2     5094    -4    -5     T
     2023  0.2440009E+03  0.22214E-03    2     5096    -4    -5     T
     2024  0.2440012E+03  0.28878E-03    2     5098    -4    -5     T
     2025  0.2440015E+03  0.37542E-03    2     5100    -4    -5     T
     2026  0.2440020E+03  0.48804E-03    2     5102    -4    -5     T
     2027  0.2440027E+03  0.63446E-03    2     5104    -4    -5     T
     2028  0.2440035E+03  0.82479E-03    2     5106    -4    -5     T
     2029  0.2440046E+03  0.10722E-02    2     5108    -4    -5     T
     2030  0.2440060E+03  0.13939E-02    2     5110    -4    -5     T
     2031  0.2440078E+03  0.18121E-02    2     5112    -4    -5     T
     2032  0.2440101E+03  0.23557E-02    2     5114    -4    -5     T
     2033  0.2440132E+03  0.30624E-02    2     5116    -4    -5     T
     2034  0.2440172E+03  0.39811E-02    2     5118    -4    -5     T
     2035  0.2440223E+03  0.51755E-02    2     5120    -4    -5     T
     2036  0.2440291E+03  0.67281E-02    2     5122    -4    -5     T
     2037  0.2440378E+03  0.87465E-02    2     5124    -4    -5     T
     2038  0.2440492E+03  0.11370E-01    2     5126    -4    -5     T
     2039  0.2440640E+03  0.14782E-01    2     5128    -4    -5     T
     2040  0.2440832E+03  0.19216E-01    2     5130    -4    -5     T
     2041  0.2441082E+03  0.24981E-01    2     5132    -4    -5     T
     2042  0.2441406E+03  0.32475E-01    2     5134    -4    -5     T
     2043  0.2441829E+03  0.42218E-01    2     5136    -4    -5     T
     2044  0.2442377E+03  0.54883E-01    2     5138    -4    -5     T
     2045  0.2443091E+03  0.71348E-01    2     5140    -4    -5     T
     2046  0.2444078E+03  0.98701E-01    2     5142    -4    -5     T
     2047  0.2445262E+03  0.11844E+00    2     5144    -4    -5     T
     2048  0.2446842E+03  0.15792E+00    2     5146    -4    -5     T
     2049  0.2448421E+03  0.15792E+00    2     5148    -4    -5     T
     2050  0.2450000E+03  0.15792E+00    2     5150    -4    -5     T
     2051  0.2452500E+03  0.25000E+00    4     5154    -4    -5     T
     2052  0.2455000E+03  0.25000E+00    5     5159     4    -5     T
     2053  0.2457500E+03  0.25000E+00    2     5161     4    -5     T
     2054  0.2460000E+03  0.25000E+00    2     5163     4    -5     T
     2055  0.2463333E+03  0.33333E+00    2     5165     4    -5     T
     2056  0.2470000E+03  0.66667E+00    2     5167     4    -5     T
     2057  0.2475000E+03  0.50000E+00    2     5169     4    -5     T
     2058  0.2480000E+03  0.50000E+00    2     5171     4    -5     T
     2059  0.2490000E+03  0.10000E+01    2     5173     4    -5     T
     2060  0.2490003E+03  0.33333E-03    4     5187    -4    -5     T
     2061  0.2490007E+03  0.33333E-03    2     5189    -4    -5     T
     2062  0.2490008E+03  0.14444E-03    2     5201    -4    -5     T
     2063  0.2490010E+03  0.18778E-03    2     5203    -4    -5     T
     2064  0.2490012E+03  0.24411E-03    2     5205    -4    -5     T
     2065  0.2490016E+03  0.31734E-03    2     5207    -4    -5     T
     2066  0.2490020E+03  0.41255E-03    2     5209    -4    -5     T
     2067  0.2490025E+03  0.53631E-03    2     5211    -4    -5     T
     2068  0.2490032E+03  0.69721E-03    2     5213    -4    -5     T
     2069  0.2490041E+03  0.90637E-03    2     5215    -4    -5     T
     2070  0.2490053E+03  0.11783E-02    2     5217    -4    -5     T
     2071  0.2490068E+03  0.15318E-02    2     5219    -4    -5     T
     2072  0.2490088E+03  0.19913E-02    2     5221    -4    -5     T
     2073  0.2490114E+03  0.25887E-02    2     5223    -4    -5     T
     2074  0.2490148E+03  0.33653E-02    2     5225    -4    -5     T
     2075  0.2490191E+03  0.43749E-02    2     5227    -4    -5     T
     2076  0.2490248E+03  0.56873E-02    2     5229    -4    -5     T
     2077  0.2490322E+03  0.73935E-02    2     5231    -4    -5     T
     2078  0.2490418E+03  0.96116E-02    2     5233    -4    -5     T
     2079  0.2490543E+03  0.12495E-01    2     5235    -4    -5     T
     2080  0.2490706E+03  0.16244E-01    2     5237    -4    -5     T
     2081  0.2490917E+03  0.21117E-01    2     5239    -4    -5     T
     2082  0.2491191E+03  0.27452E-01    2     5241    -4    -5     T
     2083  0.2491548E+03  0.35687E-01    2     5243    -4    -5     T
     2084  0.2492012E+03  0.46393E-01    2     5245    -4    -5     T
     2085  0.2492615E+03  0.60311E-01    2     5247    -4    -5     T
     2086  0.2493436E+03  0.82052E-01    3     5250    -4    -5     T
     2087  0.2494530E+03  0.10940E+00    2     5252    -4    -5     T
     2088  0.2495897E+03  0.13675E+00    2     5254    -4    -5     T
     2089  0.2497949E+03  0.20513E+00    4     5258    -4    -5     T
     2090  0.2500000E+03  0.20513E+00    3     5261    -4    -5     T
     2091  0.2502500E+03  0.25000E+00    4     5265    -4    -5     T
     2092  0.2505000E+03  0.25000E+00    3     5268    -4    -5     T
     2093  0.2507500E+03  0.25000E+00    3     5271    -4    -5     T
     2094  0.2510000E+03  0.25000E+00    5     5276     4    -5     T
     2095  0.2513333E+03  0.33333E+00    3     5279     4    -5     T
     2096  0.2516667E+03  0.33333E+00    2     5281     4    -5     T
     2097  0.2520000E+03  0.33333E+00    2     5283     4    -5     T
     2098  0.2525000E+03  0.50000E+00    2     5285     4    -5     T
     2099  0.2530000E+03  0.50000E+00    2     5287     4    -5     T
     2100  0.2535000E+03  0.50000E+00    2     5289     4    -5     T
     2101  0.2540000E+03  0.50000E+00    2     5291     4    -5     T
     2102  0.2550000E+03  0.10000E+01    2     5293     4    -5     T
     2103  0.2550003E+03  0.33333E-03    5     5308    -4    -5     T
     2104  0.2550007E+03  0.33333E-03    2     5310    -4    -5     T
     2105  0.2550008E+03  0.14444E-03    2     5322    -4    -5     T
     2106  0.2550010E+03  0.18778E-03    2     5324    -4    -5     T
